Tweets,Decision
rt @lucy_vallely: don't be a douche this year! &lt;3! ________,no
@lauraaburkee @callumavenue lol what a douche hahahaha,no
rt @savipaige: biggest douche bag on the planet https://t.co/4oozmwxxwa,no
@txcleaver lil bro went vitamix and he's a huge douche so probably right about this,no
rt @joshramsay: my lovely vintage mother holding some douche. mom looks beautiful as ever. i however look likeƒ https://t.co/vwuq2irexc,no
@kxtsukiyuri yeah but he's kinda being a douche,no
@nbcsnl and that fuckin lorne is such a tiresome douche. jesus self-important talentless little prick.,no
toying anal dans la douche https://t.co/ovkqg0xsv5,no
this is for the same douche who told me that the word 'assignation' doesn't exist; only the word 'assignment' does.ƒ https://t.co/4gngityi1l,no
@lizgarbus @rosieperezbklyn @aijenpoo @realleadelaria @thecut that's a lot of douche chills going on.,no
.@tuckercarlson @foxnews @realdonaldtrump @cnn @msnbc teen @teenvogue douche bag it says teen &amp; ur in ur late 20's straying bored w/ ur job.,yes
@rikkacummies @magikskolbus @scumdere yeah but corrected an obvious auto corrected word just makes you look like a douche bag,no
rt @straitbrittney: &amp;&amp; may all the douche bags be blessed with daughters:),no
shad is a douche bag someone get me away from him,no
bout ready to block that douche...,no
"who would do that? ""a grade-a douche nozzle."" #nbctimeless",no
@sicknastyduce @twspot @golf_com funny how all the haters have never won on tour. mcginley is another douche.,no
fuck these douche bags man____,no
haven't decided which is worse. the sweet stench of this buttplug vaping or his overpowering body spray. fucking douche canoe,no
@_willbill_ @oceandrinker @xlukakillianx reminds me of a douche sponge,no
@mg_suga93 @mg_kihyun93 dont sok swag and trying to be cool you douche bag,no
rt @draper_bantam: @barstoolnate just watched that stupid fagtag video. you really are one un-funny weirdo-douche.,no
_@thesuperficial: tom hiddleston is kind of a smarmy douche - tom hiddleston's golden globes acceptance speech ... https://t.co/8q16gkqimt,no
@tysondecker22 also still a douche. __,no
went out of my way to go cut this person off that had been driving like a douche the whole way downtown.,no
@adidaavi i don't know man. maybe it's this kids youtube page filled with pranks aboard airplanes. douche.,no
@keitholbermann cheer up douche nozzle. it's christmas!,no
@rosie @palmerreport i hope dt ignores the fuck outta you. it's easy to see what you're trying to do here. douche,no
rt @quirkystevens: what's your problem kyle? you're being such a douche. i'd least expect /you/ to act like that did you learn fromƒ,no
nice picture douche https://t.co/cghsshryve,no
that jon glaser...who is this annoyingly loud douche? @jonglaser,no
anal douche wiki #matures and young porn https://t.co/yv4kl7hcyz,no
@21_donaldson douche ha got ya __,no
chunky lizzy make up apres une douche https://t.co/chcun5i7ur,no
@marcasg @nflfantasy @jones_drew32 for context thats me wearing the trophy or douche bowl as we call it https://t.co/mw44ws9nty,no
doogie douchemint i will douche gooby the meat off your body.,no
"@annaclick22 @ryon3williams does this douche bag know you messaged me at 3:15 am one morning saying you ""miss me"" ??",no
@themattachines @n_howl @fishalexander @4noura there is no illegal occupation. it's their land douche bag.,no
@pakcricfanatik level hay yaar is banday ka.. but at least he has some talent unlike the biggest douche (read: shehzad) of this era,no
rt @papacass84: or that their al quada pals gave up aleppo. these two douche bags caused so much suffering in syria https://t.co/lpplxr90sf,yes
better man by little big town really makes me feel like a douche...,no
@mrsredvoter @laurenduca @tuckercarlson she is normally what one would call a douche bag,no
@huffingtonpost incompetent douche bag. doesn't know enough to hold a press conference. couldn't answer a question with any substance,yes
the idiot(deaf) white guy is asleep with sunny on full blast so now i'm up(black one). cheese and crepes jabroni! douche!,no
@drmattdambrosio @fife4life @doctorcherokee @softreeds i met this douche bag in miami beach ... covers up those pot holes real well,no
@mcdowellkaley no a douche..ha,no
@t_hartz22 such a freaking douche.....dog,no
then save her you darth douche! :p #ripcarrie https://t.co/hjxfnwgfam,no
these stupid bitches dropping a good man for a douche with money.,no
"@janookonline some douche named odoacer walked in and said ""this is mine"" and romulus said ""nooooo"" then odoacer told him ""too bad""",no
rt @nicholesirens: is it douche-y to scroll tinder in public,no
cernovich suffers from a combination of acute cialis poisoning and norman bates level mom issues. -anon overcooked the alt-right douche.,yes
maybe don't name your kid some douche name like grayson idk thank you that's my hot take for today i can go rest &amp; be with family.,no
yes kerry u've done a bang up job of defending the us.friends need 2 tell friends the truth? what a douche bag,yes
lol when i targeted the douche back #funrun2 #sweethoneybee #bigbuckhunter #teehee https://t.co/9hxvzejhny,no
@inesnesi @expattucci @realdonaldtrump hey douche bag for some reason your settings block previous tweets scared much? pussy.,yes
6 times adam saleh went 9/11 truther or acted like a douche that the msm wonÍt tell you about https://t.co/kzdpnaqwe3 via @twitchyteam,no
after listening to @pardonmytake something happened that seemed impossible. @markschlereth is a bigger douche than i ever thought possible,no
@kierongillen story of my life. past lazy me is a douche!,no
@realskipbayless @undisputed you are a pos . get staffords nuts out of your mouth you douche,no
@hansanq aaaaayyyy :((( maybe he really is a douche. &gt;_&gt;,no
gosh he's a real cheeto douche bag,yes
@cpthrio @realamandaward you're a douche ______,no
zee douche canoe. https://t.co/lb2dzahmbv,no
@mmflint lets be honest mike. you are a douche bag who hates the middle class,yes
"good way to not sound like a braggy travel douche when telling stories from ur travels is to leave out the ""when i was in ______"" part",no
when you look up douche in the dictionary there is a picture of travis kelce,no
@blistatcapital don't forget to douche,no
rt @itstbyork: @escaperouteaf he was a douche for even saying anything. i wouldn't have posted it either,no
@otecnicodunga festival wishes!...resist douche bagentirely 'know?' gyan19wtf good keeper color screamingx stampet??????????????!!....,no
this guys a douche with a capital bag ______,no
listening to the recap of the electoral college voting yesterday is a fucking joke. so we got douche bags picking our president now. nice,yes
rt @drainthatswamp: @darthpili get douche bags that wear orange safety hats of the internet- putz,no
douche everywhere __,no
@davidleyonhjelm @wendy_harmer obviously you forgot social media 101 when you went to parliament school david. don't be a douche,yes
@rjmadrid nah just the prototypical camo bro douche avi,no
@neilfinnytaylor so whether you're pro-putin or just pro-being-a-douche time for you to fuck off now. welcome to mute dick.,yes
@willdizard @xeni @tdopp @michaellinhorst @mikeallen he's doing his job. don't be such a douche,no
"i have been laughing for five minutes gps like: ""be a douche"" lmfao https://t.co/az6d2irmqc",no
rt @texan767: @suthen_boy @people @springsteen is a fucking douche done listening to the asshole's music too. fuck him.,no
pass the douche x musikal youth,no
shout out to my ex lol nah. you weren't life changing or anything. just a douche that came along the way to help me find who i deserve.,no
douche: listen amelia- me: my name is amy. douche: it's more professional to call someone by their full name. #condescending (1/2),no
aaaaaaand that's what an insensitive douche looks like....last time i checked people actually watching a show is wƒ https://t.co/fqp8lhb5d4,no
rt @qveen_kt1: swear i see so many girls bending over backwards for douche bag dudes who don't care about them... cut that in 2017 y'all bƒ,no
@anncoulter we all know your password is douche bag! very fitting.,yes
@ggeett37aaa @johnfromcranber rotten stupid racist douche bag.,no
love when douche bags try and justify their hate. claims.to be a role model parent. explains twitter these days https://t.co/uqxma47n3g,no
@bowler1961 @ap hasn't hurt @aqibtalib21 career &amp; he's a bigger douche,no
@instagram well you broke my heart after you blocked me for no reason you douche bags,no
@coachkarl22 hey fuck you ya fuckin douche,no
@ssscsss6817 naw y'all got kicked off for me a complete tool douche bag.,no
@dmelvin22 @kevinlove grow a pair. they're winning ships and having fun with it. don't be a butthurt douche,no
...never working new year's day or eve again. i only did it as a compromise and to not be a total uncooperative douche. #firsttimelasttime,no
rt @alostkoz: that moment when a zombie meth head shows up in your mirror after a week of shooting. ____ #douche #mumbojumbo,no
im a sucker for jocks emo boys and douche bags.,no
ok my last retweets just show how much of a douche lucas scott is and how leyton's whole relationship was founded on cheating,no
"@twitchyteam the official party name is ""douche-a-palooza""...",no
@elle101 @salon piece of garbage it's like they were insulting the whole idea. the article sounds like it was written by a hipster douche,no
rt @brickdiesel: @mj_goldstein lol wow you're just committed to being a douche eh? that's cool. take care.,no
@bardown @tsn_sports @43_kadri @mapleleafs @nhlpa no one asked him why he's such a douche?,no
rt @kflum: yo ur a fuckin douche if you brag about drinking and driving lol,no
beachporngirl #anal douche porn https://t.co/3s7kdypdep,no
can't wait to move to la for school like wow i hate this fucking area and all the douche bags in it,no
rt @beachuaa: being a douche doesn't make you gwapo jsyk. ____,no
it's like you're loving the convo you're having and then some douche just invites himself in and you can't make him leave...,no
no justice. no balance of fairness. why is this douche not being punished? women/poc know it's because of who he is. it's always been so.,no
@gkaykinman @dinnifree @heavycpl @neilturner_new none of the hypocrite sjw's are screaming at the douche's for harassing ivanka on the plane,no
#nude teeneger youporn anal douche https://t.co/urr6ebcxuo,no
@brad_armstrong1 @slmandel who should be in the playoff brad? #douche,no
summary: an au in which alex and ryland have a restaurant/piano bar pete tends bar and gabe is a well-intentioned douche.,no
"rt @ramigifs: darlene alderson„ ´ badass ´ gorgeous ´ protects elliot at all costs ´ ""the douche i was dating proposed to me canƒ",no
"@timmydaly christmas always more fun and a little less douche when watching ""the daly christmas!""",no
and i am not looking like a complete douche today. https://t.co/gjei7gqst3,no
twitter suspends pharma douche for harassment https://t.co/theosirtqf,no
@teri423 @mattlasner well put super douche,no
petite amateur slut gets fucked by ramons monster cock https://t.co/51nvebkg72,no
#korean females getting fucked guy sticks head in girls pussy,no
#indian girls sleeping pussy pic videos of girls getting fucked https://t.co/nrjek640f7,no
i bet teenage jesus got fucked up 24/7 with all that turning water into wine witchcraft nonsense,no
girl fucking dick #hot girl getting fucked by machine free https://t.co/qi8gtxerew,no
what to say while having sex #fucked up porn https://t.co/jsazwxjadn,no
if you're not in love with hannah deerinwater get fucked,no
big ass fat ebony slut fucked by a bbc https://t.co/c4l1na8psv,no
#wemon getting fucked sexy girls dancing in music videos,no
#ginger girls getting fucked squirt pussy https://t.co/5vpk7kwps4,no
rt @maybeitsgrace: ok but who fucked who __ https://t.co/aklbte1ft4,no
big black tits slut ebony fucked https://t.co/8liojw3h4l,no
i fucked up huhuhu,no
ladyboy slut many fucked bareback https://t.co/yuvhspxim7,no
sexy blonde sarah vandella gets fucked in he https://t.co/qsr2jeobyh,no
i think i fucked up again ____,no
spandex fucked sex pics https://t.co/y2oxox9bs4,no
or maybe your generation was fucked up and still is the reason of most of the problems happening right now. toughenƒ https://t.co/ezolkt2djg,no
#heather graham fucked sex scene from forgetting sarah marshall https://t.co/lxxpjpn4j1,no
@tatttiiii_ you got me fucked uo bitch ft me foh,no
#little naked fucked beautiful nude russian women,no
i want jotaro to get fucked by everyone in the family tree god,no
what the fuck i'm posed to fall in love with you? bitchi shoulda never even fucked with you.,no
sleeping asses fucked hot teen https://t.co/vdeo5okiaw,no
#gender fucked teen step mother and son sex https://t.co/pukwwytpul,no
beauteous highdef babe getting fucked https://t.co/qtzs4nwnkz,no
oh that one ft chapter came out again yeah it's fucked ain't it,no
rt @therealkvng__: my attitude is so fucked up like bitch you could ask me anything and that shit just come out of nowhere __,no
damn the amapola really fucked all these people over with that nasty ass masa &amp; tamales ____,no
sexy blonde teen with big tits gets face fucked https://t.co/0euuyagvda,no
#free movies of women being fucked video of my wife having sex https://t.co/fiktywbu9g,no
#mature woman nude pics sexy married girls fucked hard https://t.co/yfyyi5eauf,no
cute coed katie summers gets her tight twat fucked https://t.co/ob5yjlhiuu,no
slutty petite cleo gets her pussy fucked https://t.co/a2ugrisljk,no
coed fucked teen,no
@charlie_xox_ @lukepjrobo oh god we're actually fucked luke,no
#teen dutch pornstar fucked in the army full free online porn movies https://t.co/5ikgulnmxp,no
big ass brunette alexa nicole sucked cock and get fucked https://t.co/3isacrc1q0,no
#amateur teen non nudes girl in sweatpants gets fucked https://t.co/g8knhc4r3z,no
tattooed girl fucked #sexy shemale black https://t.co/bmpyi7quwm,no
#too wankz - tight busty teen gets fucked hard! - porn tube https://t.co/cpxay8qizy,no
desi sex jokes #nasty milf fucked hard https://t.co/qgi5n0paql,no
#oldgranny #momsfucking #saggytits#pissflaps: busty black hared bitch mariah milano gets doggy fucked ahrd https://t.co/vuu4ygolu5,no
i really fucked up my sleeping schedule lmao,no
@jaclynxdame @freddyamazin this is actually so fucked,no
brunnette babe flashes tits and gets fucked at office https://t.co/qulcsezqfp,no
#sex stunning chick gets pulled from the coffee shop and fucked by a pervert guy - porn tube https://t.co/c04p0kyilm,no
cock sucking phat ass milf fucked https://t.co/qwkml6s0wr,no
legal teens fucked #half blak teens fucking https://t.co/jpo8jxhjbl,no
tied to trees getting fucked https://t.co/a3091fzlwk,no
glorious hentai getting fucked on the floor https://t.co/xakiv5q0wd,no
#naked girls of austria fucked free anime porn pics https://t.co/r4yrxsyh1f,no
latina daisy marie sucks cock and gets fucked https://t.co/xiv0da431x,no
skinny slave slut blonde hard ass whipped and fucked https://t.co/78ewbtpbl0,no
sexy vietnamese #fucked fat teens https://t.co/y08pljj0yk,no
@joe_millbank fmlthink my liver is fucked aswell literally was drinking all day yesterday and couldn't get pissed__,no
i feel like james got me fucked up ____,no
hot blonde babe gets her pussy fucked https://t.co/gbphofgz6q,no
@ezgibasaran @ddale8 just my usual fyi in this situation how fucked is it that i have a usual fyi for shit like thƒ https://t.co/5czukqlblo,no
#socks teen porn naked girls getting titty fucked https://t.co/hggdmxj0ww,no
rt @fapprovednet: shestilldoesntenjoyit: of course it hurts to be fucked in the ass but hey you have to earn thay money right? https://ƒ,no
too all ya'll bitches with a fucked up ph balance walmart got 50% off all hygiene products .,no
click here to watch it: https://t.co/wruxwvrtqr tasha reign - tall russian blondie gets her both ends fucked https://t.co/bagokqlqas,no
hot hairy black petite teen gets fucked https://t.co/ysibkk1zjq,no
#brooke skye fucking video girls that love to be fucked in the ass https://t.co/s0d244qd06,no
not even gone lie i still fuck with one of my exes... fucked that nigga earlier today. difference is i don't want him back. he ain't shit.,no
red bone fucked all different positions https://t.co/gypg1yckha,no
#brazilians girls doing sports naked black virgins fucked hard https://t.co/ig3ozjeqwd,no
my sleep is all fucked up,no
rt @musa121314: beautiful tgirls fucked bareback https://t.co/dmhxoexsto,no
horny latin bitch doggy fucked https://t.co/uqf6t2edqu,no
#porn #free classy blonde has fun and get fucked in the office (21:18) amateur blondes - https://t.co/ibfkufk2co,no
#smelly ass porn teen fucked hard from behind,no
leggy brunette ass fucked on couch in asstraffic scene https://t.co/jgxaqnoge1,no
ms kang seulgi fucked me up and ms kim chungha you are rude,no
german #mature slut get fucked by younger boy - https://t.co/zaiacybtrw https://t.co/h0wzvgdpqt,no
@witwstan thats it!! speakkng of marvels speaking in marvels smthinf idk that was what i fucked with,no
rt @papagringo67: worlds fucked intitt...,no
rt video: https://t.co/oylwue1vvz bliss gets fucked doggy-style on the bathroom counter. #bliss #hot #xxx,no
german teen lost way and gets public fucked in the woods https://t.co/rbkieuafsr,no
brunette girlfriend fucked,no
two round ass girls fucked in sleazy foursome https://t.co/i1k8jb9mjx,no
#hood girls fucked dreamy creamy pussy https://t.co/tyjzeiyh8g,no
"@lukedonnelly7 no wonder the bbc fucked it off. think channel 4 should do it more tongue in cheek ""mvg would have made that"" ""good 11 scored",no
bubble butt babe jynx maze anal fucked https://t.co/wucwd3j24z,no
spread ass open and fucked with some beads https://t.co/8uo9qp5unt,no
tadoe fucked stop lieing „ where you heard that? https://t.co/er5q9jnh7w,no
horny french babe anal fucked and pussy fucked https://t.co/dw9cwhwij9,no
#girl held down and fucked with toy free sex star https://t.co/rkuzuwyckg,no
i swear someday i'll fucked up all the hoes. eyes to eyes,no
stepmom ava addams and roxxi silver get fucked https://t.co/3wh1ccsqmf,no
that was the most fucked up thing that i've ever been a part of.,no
#big bbob teen fucked while crying cheerleader sex tryouts,no
i'm trying to get fucked up saturday ________________,no
#andhra college girls nude girls without pants fucked https://t.co/doqtononvg,no
extreme ladyboy eat fucked fairy https://t.co/3erairg4f1,no
if someone read me &amp; @jennax022 texts we'd be so fucked________,no
virgins fucked for the first time video #free hardcore amateur sex https://t.co/1zjjsmyypt,no
indian desi big boobs aunty striped and fucked by uncle https://t.co/zpdjafgugc,no
@topic_foreva_ my shit already fucked up when i walked in__...,no
@theeyloveeraay @cmhbabyy @haileyyyorkk also do i need to repeat that some of the dudes you have fucked i know and you deff lied to them,no
hardcore workout plans #latina girls geting fucked https://t.co/vdpqpbjekd,no
rt @queenpac32: one fucked up person. https://t.co/dmdxgtuezr,no
#sex girl fucked naked female sauna video https://t.co/fhlzs2pyiy,no
rt @z_rajapakse: @jessixa_howard @cinnamxntxast i have the mindset of a 12 year old so i'm fucked,no
#black girl fucked in ass sex country couple https://t.co/o2ybx5jdxm,no
massage beauty pussylicked and fucked https://t.co/pve52g6v00,no
hot christine alexis gets throat fucked before getting her pussy stuffed with co https://t.co/qmjhqkp3qa,no
blonde slut gets a facial and fucked in backroom https://t.co/1q805g72vf,no
burningangel emo redhead anal fucked by janitor https://t.co/tqamwi2utn,no
#halle berry nude tits girl getting fucked sound https://t.co/g2gcfh6jkr,no
hot slut loves to be fucked by big cock and taste his cum https://t.co/9htu5gbudu,no
justine fucked on the couch https://t.co/dssuf8iiyg,no
i dont know why i keep having these fucked up dreams,no
pussy finger fucked #pee drink porn https://t.co/bhlvshl57y,no
rt @tumblrsimulator: you fucked up a perfectly good sad drake that's what you did. look at it. it's got sausage,no
@seltitled he's fucked 5 thats not bad at all he could do better smh,no
sehun always looks fucked out at shows like this n. 100%. me,no
@mythzmt this might be fucked up but i kinda wanna like relive 1 day back in ww2 and see how it was,no
blonde babe sucks dick gets fucked and gets her reward https://t.co/vusykxshwf,no
@hannuhhortiz they fucked it up lol,no
don't let sub tweetin get u fucked up lol,no
rt @darrylayo: hey man it's pretty fucked up how liberals keep getting on your case for what you want to say. same thing with me. fuck thoƒ,no
young girl with tiny tits fucked with toy fingered sucking cock mouth fucked on the bed in the hotel https://t.co/jlldymonix,no
i fucked you and that's all you need to know. if i fucked everyone else then you can tell everyone else if not shut the fuck up,no
fucked on _ lucci __ https://t.co/zftovl2dal,no
#great sex ideas skinny bitch fucked by huge cock https://t.co/35ztlfwiks,no
power girl fucked #machine dildo porn https://t.co/x10vslwztt,no
beautiful teen housemaid gets fucked https://t.co/6cs0bkjley,no
puta locura teen girl picked up and fucked https://t.co/pxjy5zufte,no
you were a fake bitch from the start and you had me all the way fucked up choke,no
i fucked a brazilian chick once and suddenly i knew portuguese https://t.co/enkkmy4ubh,no
i'm gonna ran all the ls fake accounts. i started yesterday. first fucked : @lizardsboat,no
@intermilanrifas we may have fucked up but we still won !,no
black girls getting fucked hard pics #sexy nerd teen https://t.co/xxfx1wma9m,no
lesbian fucked incredibly with strapon https://t.co/yiiwwrwe1g,no
raven haired beauty is fucked in the ass https://t.co/r10a5rmt0a,no
brunette babe gets tight cunt fucked https://t.co/ilsevmwzsj,no
rt @zazadkldnc: koffi olomides has acc fucked up things for himself...from the moment he performs in rwanda he should forget about performiƒ,no
#nerd fucked by three pornstars brooke hogan pics nude https://t.co/bhpu6aiape,no
cute teen angel gets her ass fucked https://t.co/5kyooviv2a,no
#bangal porn fucked body https://t.co/iaemfbdokp,no
petite horny blonde gets fucked https://t.co/cef1uhukql,no
"daidai got me fucked up like i ain't snatching niggas left and right from bitches with a ""fully beat face"" that i'll fully beat tf up____",no
@armatized tell him something fucked up like rubbing chili peppers on dicks,no
i kneed him in the nuts and he let go immediately it was funny seeing him in pain a dickwad like him deserves it https://t.co/f9wf3nv9sy,no
what a fucking dickwad #fuckyoumgk racist white trash https://t.co/ppfnodjjjh,no
some dickwad in a ford escort nearly clipped me driving down the hill towards my work. wtf no one is that keen to get to work.,no
@rantyhighwayman we live in the country nearest neighbour 150m away but some dickwad had fireworks at 2 am. shame i can't retaliate!,no
yuckkkkkkk snoop. typical. you fucked up then broke up with her. youre a dickwad.,no
@matsalways a dickwad that's who.,no
does anyone like @thezog? i would like to know if any watchers like this dickwad. #redeye,no
on this blessed of mondays where my head is pounding the dickwad next to me is shouting like he has to physically talk to someone in delhi,no
as my phone is being a dickwad i am using the laptop pray for me lads seriously,no
how embarrassing to be owned by teen vogue tucker dickwad c.,no
@desingerdevine great dodge dickwad.,no
@c75369874123695 i sense injuries. the data could be called pain. and chill out dickwad.,no
don't trust the state or malicious foreign actors you fucking dickwad https://t.co/soo6neb5vf,no
so me &amp; dickwad are locker buddy's like in middle school ahhhh__,no
@legallygraphic @libbyblog thot u might b talking abt my grandson he can b a real dickwad (awful temper tantrums) but he's not a racist lol,no
oi dickwad answer me calls x @hainesfrancesca,no
@piersmorgan no one should take any advice or instruction from you you odious dickwad. just fuck off.,no
you should go to jail for being the cause of my pain and suffering you fucking dickwad.,no
honest tho fuck his wife she's an absolute dickwad. how could you resent someone so much to run them dry like that?,no
@deeyouareayein a dickwad,no
rt @rjhellhammer: @thedailyedge is there a single doctor on the planet that will co-sign to this? publicly? does that dickwad huizenga haveƒ,no
"rt @urbandogge: ""if my girlfriend were here you'd really be intimidated by her"" this dickwad is hurt bc he saw another woman whos better loƒ",no
@camsitsdown ur the dickwad dickwad. i cant believe she actually blocked u tho__ i'm sleeppppp __,no
@nufc_ourclub @jesuschristnewz fake lol? you are more outraged about brining up the child rapes then the act of raping you fucking dickwad,no
@sarakateee well nicks a total dickwad so i'm not watching this season,no
i'm trying really hard to have a good day but my boss is being extra dickwad-y this morning,no
[trans] please save us we're stuck in the dungeon. &amp; our ceo is a dickwad https://t.co/raubeum0zr,no
@realdonaldtrump @cnn @nbcnews @foxnews russians are also playing you for a fool you fucking dickwad!! you're goinƒ https://t.co/bs7rxrtq4l,yes
@walshfreedom here is your peotus sucking putin cock on tv. congrats dickwad! you voted for a treasonous bastard. https://t.co/4d6v1wpnpo,yes
"ever stumble upon a current pic of your ex and think ""damn definitely dodged a bullet there. thank you lord for disposing of this dickwad""?",no
@finnfidelmccool @slate being a gross thieving rapist racist dickwad is not a protected class. go ahead though and try to make it one.,no
@strln96 listen dickwad ill end you and your pathetic team,no
rt @alexadestani26: you fucked it up you dickwad _______ https://t.co/vixmglpjbj,no
@mrkphm okay. for real though sorry for the dickwad thing,no
@wurrterry @trumptired @wishidknownmore @wendyhofner @nikkitur @vinosg dickwad is an orphan--no mommy or daddy to teach him any manners.,no
rt @daveintexas: @politicalshort @mooshakins obama is a) going out a complete dickwad 3) lifting 2.5 lb weights and xvi) failing on gitmo pƒ,no
@realdonaldtrump @foxnews you should give him a cabinet position dickwad,yes
rt @soiledalert: #t800 fails in showing john conner his future...sad. #nofate #terminator2 turn the iphone around dickwad! https://t.co/wiƒ,no
@uglyguy140 @realjameswoods @foxnews you know he's a rapist? how dickwad?,no
@kingirenetwitch i am a cybernetic organism. living tissue over a metal endoskeleton. and chill out dickwad.,no
my reason for suicide is @ryleewarrick_1 she makes my life an emotional stressball. she is a dickwad that asks me very confusing questions,no
hey dickwad. take your 10 followers and fuck off. https://t.co/wuci2lo2ea,no
@dontloverosie cismen can be only 80% dickwad instead of 100% dickwad and get praised bc of that 20% deficit...,no
rt @crymeag1ver: put a dress on. kick up your heels. if your shoes happen to connect with some dickwad's body in any way..well..what's a giƒ,no
@ike_saul @lawyermatt @realdonaldtrump lol she's right! dickwad __,yes
@unyoonqi you unflag me you dickwad,no
@puffdude5 another narcissistic dickwad,no
can someone please teach me how to do cool things to text on telegram because someone is being a dickwad about it https://t.co/zk3ofrplsh,no
@jeffarillo go to sleep dickwad,no
rt @josiea65: cuz they are allowing this dickwad that lost to do whatever he wants. corrupt gop https://t.co/e9593sj0xw,yes
@tea0cean you got the right handle you dirty cocksucker. gargle that white cum cabbage dickwad.,no
@theothermrjeff you know i honestly feel duke albarea being a loving caring father for cold dickwad jusis would've been more surprising?,no
"home from work. sees bbc news headlines. opens twitter to see if îjeremy huntî &amp; ""fetid dickwadî is trending yet.",no
@mrkphm well i'm sorry for starting the tweet with dickwad. to me it was more than disagreeing,no
@sopranosaurus hey is lindsey being a dickwad by tweeting about not voting in my poll? y/n #replytweet,no
@charlieericscot -to control your head that's just a fucking dominance dickwad move.,no
am dickwad https://t.co/ayx29mdfet,no
2017: *stabs 2016 in the back* you were a total dickwad! 2016: aaarrgh 2015: *advances with knife* 2016: et tu 2015?,no
@jamesvcoloma i do not you fucking dickwad.,no
@wot_c3 i'm in france dickwad,no
rt @stepheeyduggan: happy bday to my dickwad of a boyfriend whom i love very much @jordaaanf,no
rt @4thejerseykid: @wurrterry @trumptired @wishidknownmore @wendyhofner @nikkitur @vinosg dickwad is an orphan--no mommy or daddy to teachƒ,no
like you never make mistakes i do but i try not to be a stuck up dickwad about it.,no
rt @enragedapostate: dickwad donny has a perfect blueprint to make the poor pay more for medicaid: mike pence's indiana https://t.co/cwkaggƒ,yes
lol when last did i see this dickwad on my tl,no
will he fine himself for being a dickwad or no https://t.co/zlf6em2jqd,no
unless you're being racist sexist homophobic islamophobia or just a bigoted dickwad in general i don't give a shit what you post,no
@breitbartnews okay dickwad/time for your chill pill and nap/you have yet to get anything rite about trump since 5-2015/you need 2 get lost!,yes
i stuffed a cucumber in my ass and 10 month laters it came out a pickle dickwad kawaii ( #zzermit,no
@thunderflare59 @insurgentprieta @dreddbydawn get the fuck out of here dickwad.,no
@maddenproducer @mccannsportslaw @thefootballgirl @youtube regardless i was there dickwad. he wasnt out for just a few seconds.,no
"rt @yaboichrislumbo: spot on but they forgot ""dickwad loser coward crooked orangish whimpy dummy weirdo creepy wheeny whiny facƒ",yes
@remain_eu @2tweetaboutit stay in = no benefit. fuck off to france dickwad.,no
"get out ""hasta la vista dickwad"" ""he/she wont be back"" ? so many better lines. ""where's solly? i let him go""... https://t.co/m1ym5gq1zd",no
"was naked on facetime with one of my besties and he says ""ew your tits look like egg yolks"" ______ thanks for the complex dickwad! __",no
finding out which dickwad it was that parked like that and kicking them in the nuts,no
@bibliojessi i don't start a discussion by calling someone a dickwad. i don't care if you disagree with me. i'll stand by my opinions anyway,no
hey dickwad who said that they were the cute ugly q... „ wow not cool stop stealing identities before i ca... https://t.co/sn4b5dlqsr,no
rt @madelyn2857: what a dickwad. ______,no
"didyouknow - every english word is a swear word in some other language? ""tuba"" for example means ""dickwad"" in estonian.",no
"@head_dongers some popular prank channel dickwad made videos like ""counting down in arabic on a plane!!!1!"" wearing deliberately-",no
rt @fullycucked: @trump4wh @moonlitepath17 @kylewrowley @rs78poems @terri22997972 @booo0oo @jefferm62 @sayno2ww3 dickwad libs,yes
keep it up dickwad....it will be funny watching you move.,no
thanks dickwad @wargo3 don't worry i'll be here for u if u ever need me hmu,no
rt @cjmarley: you fucking dickwad truckers need to learn to move over if no one on your left when a truck is broke down on shoulder. #truckƒ,no
@speedingisfun @intercept786 @_ghulammustafa_ new world order coming dickwad- china pakistan iran russia turkey plus central asia.,no
dickwad,no
[ omg i didnt get my icon until i realised it was yang holding a christmas present from dickwad adam and the present was her arm,no
@e4tmedr1nkme what a fucking dickwad what do they hope to achieve from that?,no
i'm also 99.9999% positive this is payback for all the nice guys i screwed over 2013-2016 bc i was stuck on some dickwad.,no
@thatirishcarp tell it to someone who cares dickwad,no
"@realdonaldtrump ""slimmist margin in history -electoral votes"" dickwad don",yes
"@ronr55128000 @jjwildnauer @downbyseashore @jkramer357 @wurrterry just glad dickwad wasn't passing out any ""coup d'etat's""!",no
rt @alexdanvcrs: justin bieber -he's so basic -hyped up for no reason -dickwad https://t.co/dtzx4txe2d,no
@abfalecbaldwin @alecbaldwin @youtube you are a disrespectful dickwad!!!,no
@maya013_ well you dickwad i didn't know,no
"i've never heard the term ""dickwad"" more than when my sister drives in los angeles",no
"@bibliogato poor bby. also i'm calling everybody ""dickwad"" from now on.",no
@aushcindia @mrkrudd @raisinadialogue i would rather cut off my old fella than listen to that dickwad.....,no
i'm sorry your mother didn't love youbut that's not a good enough reason for you to blow smoke in my face #dickwad,no
@jlmusictherapy @tutticontenti @dehler45 sorry but you are a liberal dickwad who has never had to work- thereby never could help animals.,yes
@diezelraccoon always some dickwad moans about something it makes world go round but yes i feel for you __________,no
the most useless twat on tv is james 'the wuss' may. top gear has made him wealthy despite being a friendless dickwad.,no
